"BehaviorSpace results (NetLogo 6.0.4)"
"vultures_ver3.nlogo"
"experiment"
"09/02/2018 11:48:25:112 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","cohesion?","users?","alignment?","[step]","avg-t2d","avg-t2e","tar-count"
"360","false","false","true","10000","1453.4375","53.2578125","8"
"361","false","false","true","10000","768.3671875","52.4609375","8"
"362","false","false","true","10000","497.349609375","50.505859375","10"
"363","false","false","true","10000","660.42578125","50.78125","9"
"364","false","false","true","10000","902.96875","51.90625","8"
"365","false","false","true","10000","704.18359375","51.37109375","9"
"366","false","false","true","10000","738.1875","52.125","6"
"367","false","false","true","10000","787.87109375","51.58203125","9"
"368","false","false","true","10000","431.5","51.46875","6"
"369","false","false","true","10000","938.015625","52.859375","7"
"370","false","false","true","10000","644.078125","52.15625","7"
"371","false","false","true","10000","1651.53125","54.0234375","8"
"372","false","false","true","10000","976.25","52.15625","6"
"373","false","false","true","10000","1630.125","53.78125","6"
"374","false","false","true","10000","2053.14453125","54.51171875","9"
"375","false","false","true","10000","651.8984375","50.740234375","10"
"376","false","false","true","10000","3129.84375","55.09375","7"
"377","false","false","true","10000","1223.3671875","52.73828125","9"
"378","false","false","true","10000","1611.0078125","53.421875","8"
"379","false","false","true","10000","1739.625","53.6875","5"
"380","false","false","true","10000","489.30615234375","51.4912109375","12"
"381","false","false","true","10000","1186.390625","277","7"
"382","false","false","true","10000","531.130859375","51.90234375","10"
"383","false","false","true","10000","332.3681640625","50.5400390625","11"
"384","false","false","true","10000","534.5263671875","52.478515625","12"
"385","false","false","true","10000","659.7890625","51.0078125","8"
"386","false","false","true","10000","1206.50390625","52.765625","9"
"387","false","false","true","10000","475.7742919921875","52.4486083984375","14"
"388","false","false","true","10000","665.90625","51.03515625","10"
"389","false","false","true","10000","1049.5","53","4"
"391","false","false","true","10000","569.189453125","52.08056640625","12"
"390","false","false","true","10000","850.71484375","52.75","9"
"392","false","false","true","10000","395.09326171875","51.0537109375","13"
"393","false","false","true","10000","1301.76953125","54.41796875","9"
"394","false","false","true","10000","633.9912109375","51.68798828125","12"
"395","false","false","true","10000","690.22802734375","52.333984375","12"
"396","false","false","true","10000","1683.625","55.25","4"
"397","false","false","true","10000","865.96875","52.546875","7"
"398","false","false","true","10000","1117.71875","51.828125","7"
"399","false","false","true","10000","1609.7578125","56.734375","9"
"400","false","false","true","10000","590.43359375","84.2890625","9"
"402","false","false","true","10000","814.890625","53.609375","8"
"401","false","false","true","10000","1727.3125","53.4375","5"
"403","false","false","true","10000","888.71875","51.71484375","9"
"404","false","false","true","10000","1416.75","54.75","3"
"406","false","false","true","10000","316.3447265625","51.7021484375","11"
"407","false","false","true","10000","602.0986328125","51.5322265625","13"
"405","false","false","true","10000","1206.34375","52.1875","6"
"408","false","false","true","10000","1196.90380859375","53.85107421875","12"
"409","false","false","true","10000","747.109130859375","51.451416015625","13"
"410","false","false","true","10000","775.515625","53.5","7"
"411","false","false","true","10000","872.375","51.8125","6"
"412","false","false","true","10000","1182.568359375","51.30078125","10"
"413","false","false","true","10000","2402.5","52.75","6"
"415","false","false","true","10000","1305.30078125","53.52734375","9"
"414","false","false","true","10000","1880.9375","55.6875","5"
"416","false","false","true","10000","356.21875","50.65625","6"
"417","false","false","true","10000","405.5693359375","51.123046875","11"
"418","false","false","true","10000","677.4765625","51.6650390625","11"
"419","false","false","true","10000","2002","55.5","3"
"420","false","false","true","10000","873.111328125","50.96484375","10"
"421","false","false","true","10000","1948.65625","52.125","7"
"422","false","false","true","10000","833.5","52.140625","8"
"423","false","false","true","10000","873.09375","51.78125","6"
"424","false","false","true","10000","1987.625","55.25","4"
"425","false","false","true","10000","674.7890625","51.796875","8"
"426","false","false","true","10000","906.875","52.1796875","9"
"427","false","false","true","10000","1811.6875","54.25","5"
"428","false","false","true","10000","911.90625","53.21875","6"
"429","false","false","true","10000","595.6943359375","51.44921875","11"
"430","false","false","true","10000","273.712890625","50.96875","10"
"431","false","false","true","10000","847","52.4375","7"
"432","false","false","true","10000","2494.25","54.375","4"
"433","false","false","true","10000","1124.4296875","52.22265625","10"
"434","false","false","true","10000","647.20703125","114.8046875","10"
"435","false","false","true","10000","1370.9609375","52.9921875","8"
"437","false","false","true","10000","928.21875","53.5625","6"
"436","false","false","true","10000","265.7783203125","50.4140625","11"
"438","false","false","true","10000","1967.3125","54.125","5"
"439","false","false","true","10000","646.224609375","51.021484375","10"
"440","false","false","true","10000","690.8515625","52.31640625","9"
"441","false","false","true","10000","1855.453125","55.59375","8"
"442","false","false","true","10000","1466.15625","52.17578125","9"
"443","false","false","true","10000","1371.55078125","51.03515625","9"
"444","false","false","true","10000","1935.625","54.125","5"
"445","false","false","true","10000","416.27734375","51.0078125","9"
"446","false","false","true","10000","2278.5","55.25","3"
"447","false","false","true","10000","2599.9140625","58.078125","8"
"448","false","false","true","10000","669.65625","52.625","6"
"449","false","false","true","10000","1420.46875","57.8125","6"
"450","false","false","true","10000","1377.6015625","53.23046875","9"
"451","false","false","true","10000","642.19384765625","52.041015625","12"
"452","false","false","true","10000","606.28125","51.640625","8"
"453","false","false","true","10000","446.47265625","51.0703125","9"
"454","false","false","true","10000","1118.4375","55.3125","6"
"455","false","false","true","10000","1975","53.25","5"
"456","false","false","true","10000","1338.829345703125","53.363037109375","13"
"457","false","false","true","10000","1877.4375","55.25","5"
"458","false","false","true","10000","694.8662109375","51.51171875","11"
"459","false","false","true","10000","1126.6875","51.9609375","8"
"460","false","false","true","10000","2047.8125","53.625","5"
"461","false","false","true","10000","379.78515625","52.1015625","9"
"462","false","false","true","10000","1481.625","52.0625","5"
"463","false","false","true","10000","1495.3671875","53.828125","8"
"464","false","false","true","10000","529.38671875","52.671875","9"
"466","false","false","true","10000","901.5234375","51.09765625","9"
"465","false","false","true","10000","493.115234375","52.115234375","10"
"467","false","false","true","10000","1675.3125","52.75","6"
"468","false","false","true","10000","869.71875","52.2890625","8"
"469","false","false","true","10000","703.654296875","52.158203125","10"
"470","false","false","true","10000","907.53125","52.34375","6"
"471","false","false","true","10000","1720.21875","53.46875","6"
"472","false","false","true","10000","262.1015625","51.041015625","10"
"473","false","false","true","10000","1048.5625","52.875","7"
"474","false","false","true","10000","736.2744140625","52.716796875","11"
"475","false","false","true","10000","1597.8203125","53.1640625","8"
"476","false","false","true","10000","381.42578125","51.4140625","10"
"477","false","false","true","10000","392.7021484375","51.0302734375","11"
"479","false","false","true","10000","1422.25","60","7"
"478","false","false","true","10000","411.234375","50.96875","7"
"480","false","false","true","10000","1210.90625","51.296875","9"
"481","false","false","true","10000","488.984375","51.765625","7"
"482","false","false","true","10000","1484.75","53.671875","7"
"483","false","false","true","10000","907.640625","51.9765625","8"
"484","false","false","true","10000","944.09375","51.765625","7"
"485","false","false","true","10000","2857.34375","52","7"
"486","false","false","true","10000","348.1328125","51.12109375","9"
"487","false","false","true","10000","413.41796875","50.7265625","11"
"488","false","false","true","10000","876.71484375","51.73046875","10"
"489","false","false","true","10000","1814.091796875","54.474609375","10"
"490","false","false","true","10000","1138.40625","51.5625","6"
"491","false","false","true","10000","3489.5","56","3"
"492","false","false","true","10000","1230.321044921875","52.265380859375","13"
"493","false","false","true","10000","1258.4375","53.40625","6"
"494","false","false","true","10000","310.59716796875","52.5751953125","12"
"495","false","false","true","10000","1021.2421875","52.6015625","8"
"496","false","false","true","10000","1964.234375","51.984375","7"
"497","false","false","true","10000","2102.5","54.125","7"
"498","false","false","true","10000","1065.21875","53.5625","6"
"499","false","false","true","10000","466.115234375","52.115234375","10"
"500","false","false","true","10000","1422.8984375","53.248046875","10"
