"BehaviorSpace results (NetLogo 6.0.2)"
"vultures_ver3.nlogo"
"experiment"
"09/02/2018 11:02:07:844 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","cohesion?","users?","alignment?","[step]","avg-t2e","avg-t2d","tar-count"
"444","true","false","true","10000","177.82102739810944","247.74983501434326","25"
"445","true","false","true","10000","177.0703125","536.2578125","8"
"446","true","false","true","10000","217.900390625","479.74169921875","12"
"447","true","false","true","10000","423.3173828125","752.765625","11"
"448","true","false","true","10000","218.5146484375","512.54443359375","12"
"449","true","false","true","10000","167.70263671875","816.53564453125","12"
"450","true","false","true","10000","207.69776153564453","216.46297454833984","18"
"451","true","false","true","10000","215.60595703125","744.9228515625","13"
"452","true","false","true","10000","192.9288330078125","406.544677734375","14"
"453","true","false","true","10000","195.366455078125","146.0592803955078","17"
"454","true","false","true","10000","162.875","1510.8125","5"
"455","true","false","true","10000","131.7957763671875","483.969482421875","16"
"456","true","false","true","10000","338.9449157714844","547.7477722167969","18"
"457","true","false","true","10000","265.34814453125","351.130859375","12"
"458","true","false","true","10000","268.3962707519531","589.33837890625","17"
"459","true","false","true","10000","212.025390625","316.00531005859375","15"
"460","true","false","true","10000","249.5","779.5625","5"
"461","true","false","true","10000","158.4521484375","324.6376953125","11"
"462","true","false","true","10000","182.494140625","1270.7734375","12"
"463","true","false","true","10000","267.95166015625","1783.4599609375","12"
"464","true","false","true","10000","203.893310546875","203.12060546875","13"
"465","true","false","true","10000","469.843017578125","377.10595703125","13"
"466","true","false","true","10000","369.0732421875","1049.798828125","11"
"467","true","false","true","10000","245.2646484375","256.93310546875","14"
"468","true","false","true","10000","341.5234375","818.23046875","9"
"469","true","false","true","10000","208.048583984375","788.552978515625","13"
"470","true","false","true","10000","209.4404296875","746.0859375","12"
"471","true","false","true","10000","116.9361572265625","373.6408996582031","17"
"472","true","false","true","10000","202.765625","2241.265625","7"
"473","true","false","true","10000","151.94931030273438","571.68408203125","16"
"474","true","false","true","10000","156.5625","1405.25","6"
"476","true","false","true","10000","236.57301330566406","148.83091735839844","18"
"475","true","false","true","10000","467.76171875","824.30078125","9"
"477","true","false","true","10000","163.83578491210938","340.5769958496094","16"
"478","true","false","true","10000","167.642822265625","472.491943359375","13"
"479","true","false","true","10000","176.57572174072266","776.2606086730957","20"
"480","true","false","true","10000","145.5126953125","312.01373291015625","18"
"481","true","false","true","10000","134.5683364868164","203.23955535888672","18"
"482","true","false","true","10000","148.787109375","1143.3349609375","12"
"483","true","false","true","10000","419.25830078125","712.8740234375","12"
"484","true","false","true","10000","155.6318359375","746.247314453125","13"
"485","true","false","true","10000","193.5029296875","638.07666015625","12"
"486","true","false","true","10000","299.25","1618.375","4"
"487","true","false","true","10000","178.3671875","1072.5","10"
"488","true","false","true","10000","173.13427734375","988.70654296875","12"
"489","true","false","true","10000","229.72265625","894.24609375","9"
"490","true","false","true","10000","169.5679931640625","508.2684326171875","14"
"491","true","false","true","10000","197.5137710571289","171.8097801208496","19"
"492","true","false","true","10000","158.8482666015625","318.0128173828125","14"
"493","true","false","true","10000","140.86376953125","678.99462890625","13"
"495","true","false","true","10000","174.19915771484375","1731.0929565429688","15"
"494","true","false","true","10000","191","4409.5","3"
"496","true","false","true","10000","103.87017822265625","693.2919311523438","15"
"497","true","false","true","10000","157.265625","1387.2216796875","11"
"498","true","false","true","10000","335.462890625","297.548095703125","13"
"499","true","false","true","10000","213.15234375","541.875","10"
"500","true","false","true","10000","240","2351.75","3"
