"BehaviorSpace results (NetLogo 6.0.4)"
"vultures_user.nlogo"
"experiment"
"08/30/2018 12:04:53:944 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","[step]","avg-t2e","avg-t2d","(tic-int-count) * 100 / (tic-max)","tar-count"
"5","20000","143.5247090232151","39.847988456487656","0","36"
"2","20000","208.6808902200071","395.66358494410565","0","44"
"8","20000","232.31665751244873","280.0651586964668","0","37"
"3","20000","232.00563837774098","664.0113737974316","0","32"
"4","20000","220.1021580696106","1973.0365419387817","0","24"
"7","20000","269.6130809187889","728.07432025671","0","26"
"6","20000","228.2401175944251","150.4985985334497","0","35"
"1","20000","156.78416633605957","321.0671696662903","0","24"
"9","20000","366.65740907005966","189.64812464267015","0","30"
"11","20000","232.9295116662979","238.78235072642565","0","29"
"10","20000","247.44508361816406","1489.6840362548828","0","18"
"12","20000","271.8310707528144","119.41605465812609","0","32"
"13","20000","199.8408522605896","292.6573371887207","0","24"
"15","20000","249.05784219503403","383.28186148405075","0","27"
"14","20000","237.42192459106445","121.05818176269531","0","19"
"16","20000","235.93061590194702","594.0838991552591","0","27"
"17","20000","136.7067021344701","70.9913338382321","0","38"
"18","20000","222.94829696416855","410.9541537761688","0","25"
"20","20000","209.63658379897242","55.36919607617892","0","36"
"19","20000","232.28377682715654","1529.1322144567966","0","30"
"21","20000","210.2528364839527","293.12101425127184","0","37"
"22","20000","274.50547444820404","604.1991505622864","0","24"
"23","20000","183.45808029174805","394.01627349853516","0","20"
"24","20000","140.44983339309692","341.99907398223877","0","22"
"25","20000","222.50788195431232","652.6323887296021","0","29"
"27","20000","227.44306017481722","642.1757456425112","0","34"
"26","20000","253.60224440135062","91.18787899799645","0","30"
"29","20000","163.23483819257444","239.60897229150032","0","42"
"28","20000","227.4754930138588","233.70707046985626","0","26"
"30","20000","245.36266847420484","627.6042683422565","0","31"
"31","20000","212.61291260272264","106.88359137251973","0","29"
"33","20000","193.3443021774292","349.80307960510254","0","21"
"32","20000","306.03351670007396","99.68451898567582","0","39"
"34","20000","324.77187871932983","437.7717454433441","0","23"
"35","20000","265.57852594554424","147.23479837179184","0","27"
"36","20000","242.03872002800927","197.11601886572316","0","33"
"37","20000","173.99136212468147","925.3786034584045","0","29"
"38","20000","164.80247366428375","114.80507665872574","0","25"
"39","20000","222.75701904296875","2204.2174072265625","0","15"
"40","20000","251.35072898864746","565.0923271179199","0","21"
"42","20000","191.10363288596272","219.717226177454","0","29"
"43","20000","197.3398323059082","1115.3009338378906","0","20"
"44","20000","244.81635026074946","660.380566611886","0","30"
